location,parameter,country,city,date.utc,coordinates_latitude,coordinates_longitude,avgvalue
Vernal #4,no2,US,UINTAH,00:00.0,40.464722,-109.56083,0.005
Visalia - N. Church,no2,US,Visalia-Porterville,00:00.0,36.33252,-119.29095,0.01625
WARE,no2,US,Springfield,00:00.0,42.298302,-72.334396,0.005487179
WHlthDpt,no2,US,Wichita,00:00.0,37.7011,-97.3139,0.015186047
WY/KC,no2,US,Kansas City,00:00.0,39.1175,-94.6356,0.022813953
Wamsutter,no2,US,Rock Springs,00:00.0,41.6778,-108.0242,0.003170732
Welby - 78th Ave. &,no2,US,Denver-Aurora,00:00.0,39.8392,-104.9489,0.032
West Los Angeles - V,no2,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.051097,-118.456386,0.014857143
West Phoenix,no2,US,Phoenix-Mesa-Scottsdale,00:00.0,33.483799,-112.142601,0.030617647
Westport,no2,US,Bridgeport-Stamford-Norwalk,00:00.0,41.1189,-73.3369,0.018375
Whiterocks,no2,US,UINTAH,00:00.0,40.483799,-109.906197,0.00159375
Winter Park,no2,US,Orlando-Kissimmee,00:00.0,28.5997,-81.3628,0.003375
Worcester,no2,US,Worcester,00:00.0,42.263901,-71.794701,0.019757576
Yellowstone- Old Fai,no2,US,TETON,00:00.0,44.373056,-110.830833,0.001589744
Yuba City,no2,US,Yuba City,00:00.0,39.13868,-121.61884,0.010575
22nd Street & Craycr,o3,US,Tucson,00:00.0,32.205,-110.8772,0.027466667
2LL Los Lunas,o3,US,Albuquerque,00:00.0,34.8147,-106.7397,0.009454545
AJ Maintenance Yard,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.420601,-111.503304,0.043785714
ALLEN PARK,o3,US,Detroit-Warren-Livonia,00:00.0,42.2283,-83.2092,0.0146
ALSIP,o3,US,Chicago-Naperville-Joliet,00:00.0,41.6708,-87.7325,0.003
Abington,o3,US,Willimantic,00:00.0,41.8402,-72.01,0.035076923
Acadia NP - McFarlan,o3,US,HANCOCK,00:00.0,44.377048,-68.260902,0.035642857
Alamo Lake,o3,US,LA PAZ,00:00.0,34.243889,-113.558611,0.03
Albany,o3,US,Muncie,00:00.0,40.3,-85.245556,0.017230769
Alhambra,o3,US,St. Louis,00:00.0,38.869,-89.6228,0.020833333
Allentown,o3,US,Allentown-Bethlehem-Easton,00:00.0,40.6119,-75.4325,0.032666667
Alpine,o3,US,San Diego-Carlsbad-San Marcos,00:00.0,32.842297,-116.768326,0.032916667
Altoona,o3,US,Altoona,00:00.0,40.515,-78.3889,0.033066667
Amherst,o3,US,Buffalo-Niagara Falls,00:00.0,42.9925,-78.7764,0.022428571
Anacortes-202 Ave (S,o3,US,SKAGIT,00:00.0,48.52059,-122.61428,0.025571429
Anaheim,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.830586,-117.938509,0.002866667
Anderson,o3,US,Redding,00:00.0,40.4531,-122.2978,0.007785714
Ann Arbor,o3,US,Ann Arbor,00:00.0,42.4164,-83.9019,0.025769231
Antelope - North Hig,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.71209,-121.38109,0.006466667
Archbold Biomedical,o3,US,Sebring,00:00.0,27.1889,-81.3403,0.021555556
Arden Arcade - Del P,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.613804,-121.368007,0.004866667
Arendtsville,o3,US,Gettysburg,00:00.0,39.9231,-77.3078,0.033
Arlington Municipal,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.6558,-97.0886,0.005571429
Arvin - Di Giorgio S,o3,US,KERN,00:00.0,35.23918,-118.78863,0.012153846
Ascarate Park Southe,o3,US,El Paso,00:00.0,31.7467,-106.402802,0.003285714
Ashland,o3,US,AROOSTOOK,00:00.0,46.604,-68.4135,0.033769231
Atascadero2,o3,US,San Luis Obispo-Paso Robles,00:00.0,35.494556,-120.666203,0.014733333
Auburn,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.937801,-121.103897,0.023
Audubon C38,o3,US,Austin-Round Rock,00:00.0,30.483168,-97.8723,0.014428571
Aurora East,o3,US,ARAPAHOE,00:00.0,39.638542,-104.569061,0.030615385
Austin Northwest C3,o3,US,Austin-Round Rock,00:00.0,30.3542,-97.760002,0.006230769
Avon,o3,US,Indianapolis,00:00.0,39.7589,-86.3972,0.018142857
Azalea,o3,US,Tampa-St. Petersburg-Clearwater,00:00.0,27.7858,-82.74,0.030888889
Azusa,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.136474,-117.923963,0.002866667
BCSP,o3,US,Philadelphia-Camden-Wilmington,00:00.0,39.8172,-75.5639,0.029785714
BELLFNT2,o3,US,Philadelphia-Camden-Wilmington,00:00.0,39.773899,-75.496399,0.029266667
BLAIR STREET,o3,US,St. Louis,00:00.0,38.656449,-90.198548,0.005230769
Babylon,o3,US,New York-Northern New Jersey-Long Island,00:00.0,40.7356,-73.4061,0.032142857
Bad River Tribal Sch,o3,US,ASHLAND,00:00.0,46.6144,-90.6986,0.030461538
Badlands,o3,US,JACKSON,00:00.0,43.746944,-101.941109,0.023428571
Bakersfield - Califo,o3,US,Bakersfield,00:00.0,35.356615,-119.062613,0.010692308
Bakersfield-Muni,o3,US,Bakersfield,00:00.0,35.3313,-119,0.01275
Banning - South Hath,o3,US,Riverside-San Bernardino-Ontario,00:00.0,33.920758,-116.858419,0.0232
Barstow,o3,US,Riverside-San Bernardino-Ontario,00:00.0,34.894054,-117.024756,0.006
Basin,o3,US,BIG HORN,00:00.0,44.28,-108.041107,0.0125
Bay Oaks Park,o3,US,Cape Coral-Fort Myers,00:00.0,26.4489,-81.9394,0.030444444
Bayonne,o3,US,New York-Northern New Jersey-Long Island,00:00.0,40.67025,-74.126083,0.029333333
Bayou Plaquemine,o3,US,Baton Rouge,00:00.0,30.2211,-91.3153,0.016266667
Baytown Garth C1017,o3,US,Houston-Sugar Land-Baytown,00:00.0,29.823319,-94.983786,0.010071429
Beaufort,o3,US,Morehead City,00:00.0,34.8848,-76.6203,0.0336
Beaumont C2/C112,o3,US,Beaumont-Port Arthur,00:00.0,30.0394,-94.0747,0.019642857
Beaver Falls,o3,US,Pittsburgh,00:00.0,40.747799,-80.316704,0.018466667
Beltsville,o3,US,Washington-Arlington-Alexandria,00:00.0,39.0284,-76.8172,0.026307692
Bennington,o3,US,Bennington,00:00.0,42.887501,-73.249702,0.034307692
Berkeley Aquatic Par,o3,US,ALAMEDA,00:00.0,37.864767,-122.302741,0.006166667
Bernalillo,o3,US,Albuquerque,00:00.0,35.2994,-106.5483,0.004272727
Bethel Island,o3,US,San Francisco-Oakland-Fremont,00:00.0,38.006311,-121.641918,0.009090909
Big Bend  NP,o3,US,BREWSTER,00:00.0,29.3025,-103.178101,0.029357143
Big Piney,o3,US,SUBLETTE,00:00.0,42.486668,-110.099167,0.034375
Birney,o3,US,ROSEBUD,00:00.0,45.366151,-106.48982,0.020769231
Black Hawk,o3,US,Rapid City,00:00.0,44.155636,-103.315765,0.0293
Blackwater NWR,o3,US,Cambridge,00:00.0,38.445,-76.1114,0.027727273
Blaine,o3,US,Minneapolis-St. Paul-Bloomington,00:00.0,45.1425,-93.2139,0.020642857
Blind Services; 1185,o3,US,Deltona-Daytona Beach-Ormond Beach,00:00.0,29.2069,-81.0531,0.012666667
Bloomfield,o3,US,Farmington,00:00.0,36.7422,-107.9769,0.000285714
Blue Point Sheriff S,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.5455,-111.6093,0.029133333
Blythe,o3,US,Riverside-San Bernardino-Ontario,00:00.0,33.61235,-114.60209,0.011153846
Bondville,o3,US,Champaign-Urbana,00:00.0,40.0519,-88.3724,0.006923077
Bonifay,o3,US,HOLMES,00:00.0,30.8475,-85.6044,0.022777778
Boonville,o3,US,Evansville,00:00.0,38.0519,-87.2783,0.015428571
Boston - Roxbury,o3,US,Boston-Cambridge-Quincy,00:00.0,42.329399,-71.082497,0.029642857
Boulder,o3,US,SUBLETTE,00:00.0,42.7186,-109.7531,0.032266667
Boulder City,o3,US,Las Vegas-Paradise,00:00.0,35.978149,-114.846313,0.042
Boulder Reservoir,o3,US,BOULDER,00:00.0,40.070007,-105.220232,0.023461538
Brigantine,o3,US,Atlantic City,00:00.0,39.46487,-74.448738,0.024727273
Brighton Township,o3,US,Pittsburgh,00:00.0,40.6847,-80.3597,0.026266667
Bristol,o3,US,Elkhart-Goshen,00:00.0,41.7178,-85.8247,0.016631579
Broadus,o3,US,POWDER RIVER,00:00.0,45.440295,-105.37028,0.024153846
Brockton,o3,US,PLYMOUTH,00:00.0,42.065119,-71.012686,0.032
Bronx - IS52,o3,US,New York-Northern New Jersey-Long Island,00:00.0,40.816101,-73.902199,0.027
Brownstown,o3,US,Seymour,00:00.0,38.920835,-86.080523,0.021142857
Buckeye,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.37,-112.6207,0.0056
Burdens Creek,o3,US,Durham,00:00.0,35.889402,-78.8747,0.024076923
C GRANDE,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,32.9544,-111.7622,0.025266667
CARPENTER,o3,US,Des Moines,00:00.0,41.6031,-93.643303,0.023692308
CCNY,o3,US,New York-Northern New Jersey-Long Island,00:00.0,40.8197,-73.9481,0.024363636
CC_Armory,o3,US,CARSON CITY,00:00.0,39.144804,-119.766409,0.015714286
CHARLESTON,o3,US,KANAWHA,00:00.0,38.346258,-81.621161,0.009428571
CHICOPEE,o3,US,Springfield,00:00.0,42.194401,-72.555603,0.035
CHI_COM,o3,US,Chicago-Naperville-Joliet,00:00.0,41.7547,-87.7136,0.0055
CHI_SWFP,o3,US,Chicago-Naperville-Joliet,00:00.0,41.755798,-87.545303,0.024076923
CHI_TAFT,o3,US,Chicago-Naperville-Joliet,00:00.0,41.984402,-87.791901,0.004
CICERO,o3,US,Chicago-Naperville-Joliet,00:00.0,41.855301,-87.752502,0.006230769
Caddo Valley,o3,US,Arkadelphia,00:00.0,34.1795,-93.0988,0.0065
Calaveras Lake C59,o3,US,San Antonio,00:00.0,29.275299,-98.311699,0.007769231
Calexico - Ethel Str,o3,US,El Centro,00:00.0,32.67618,-115.48307,0.020636364
Calvert,o3,US,Washington-Arlington-Alexandria,00:00.0,38.536722,-76.617194,0.022833333
Camden Spruce St,o3,US,Philadelphia-Camden-Wilmington,00:00.0,39.934446,-75.125291,0.028923077
Camp Bullis C58,o3,US,San Antonio,00:00.0,29.6322,-98.565002,0.005461538
Camp Pendleton,o3,US,San Diego-Carlsbad-San Marcos,00:00.0,33.217026,-117.396156,0.013916667
Candor,o3,US,MONTGOMERY,00:00.0,35.26,-79.84,0.029307692
Cannons Lane,o3,US,Louisville,00:00.0,38.2286,-85.6544,0.013428571
Canyonlands NP,o3,US,SAN JUAN,00:00.0,38.4583,-109.8211,0.037214286
Cape Coral Fire Stat,o3,US,Cape Coral-Fort Myers,00:00.0,26.5475,-81.9797,0.031333333
Cape Elizabeth,o3,US,Portland-South Portland-Biddeford,00:00.0,43.561043,-70.207321,0.035428571
Cape Romain,o3,US,Charleston-North Charleston,00:00.0,32.941002,-79.656998,0.0256
Capitol,o3,US,Baton Rouge,00:00.0,30.4622,-91.1769,0.020785714
Carlsbad,o3,US,Carlsbad-Artesia,00:00.0,32.38,-104.2622,0.014727273
Carlyss,o3,US,Lake Charles,00:00.0,30.1433,-93.3719,0.016466667
Carpinteria,o3,US,Santa Barbara-Santa Maria,00:00.0,34.402802,-119.457497,0.027153846
Carrithers Middle Sc,o3,US,JEFFERSON,00:00.0,38.1825,-85.5744,0.015214286
Carrizo,o3,US,San Luis Obispo-Paso Robles,00:00.0,35.35474,-120.04013,0.019733333
Carville,o3,US,Baton Rouge,00:00.0,30.1975,-91.1283,0.0294
Casper Gaseous,o3,US,Casper,00:00.0,42.82231,-106.36501,0.0351875
Cave Creek,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.8217,-112.0174,0.039266667
Cedar Bluff,o3,US,TREGO,00:00.0,38.7703,-99.7636,0.027142857
Cedar Creek,o3,US,GILMER,00:00.0,38.8795,-80.8477,0.010571429
Centennial,o3,US,Laramie,00:00.0,41.3642,-106.2399,0.042923077
Central Phoenix,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4579,-112.046,0.0024
Chaco Culture Nation,o3,US,SAN JUAN,00:00.0,36.035,-107.904167,0.023142857
Chamizal C41,o3,US,El Paso,00:00.0,31.7656,-106.455,0.005428571
Channelview C15,o3,US,Houston-Sugar Land-Baytown,00:00.0,29.8025,-95.1256,0.008785714
Chanute,o3,US,NEOSHO,00:00.0,37.67696,-95.47594,0.025142857
Chaparral,o3,US,Las Cruces,00:00.0,32.0411,-106.4092,0.024
Charleroi,o3,US,Pittsburgh,00:00.0,40.1469,-79.9033,0.021933333
Charlestown State Pa,o3,US,Louisville,00:00.0,38.393833,-85.664167,0.017928571
Chatfield Park - 115,o3,US,Denver-Aurora,00:00.0,39.5339,-105.07,0.021214286
Cheeka Peak,o3,US,Port Angeles,00:00.0,48.2867,-124.6203,0.038928571
Chelmsford,o3,US,Boston-Cambridge-Quincy,00:00.0,42.6267,-71.3622,0.034928571
ChelmsfordNR,o3,US,MIDDLESEX,00:00.0,42.612113,-71.307519,0.034785714
Chester,o3,US,Philadelphia-Camden-Wilmington,00:00.0,39.8356,-75.3725,0.028071429
Chesterfield,o3,US,CHESTERFIELD,00:00.0,34.615299,-80.198898,0.027888889
Cheyenne NCore,o3,US,Cheyenne,00:00.0,41.18222,-104.778336,0.031357143
Chico -  East,o3,US,BUTTE,00:00.0,39.76168,-121.84047,0.012846154
Children's Park Site,o3,US,Tucson,00:00.0,32.2953,-110.9822,0.0096
Chiricahua NM,o3,US,Sierra Vista-Douglas,00:00.0,32.009201,-109.389198,0.035285714
Choctaw,o3,US,Oklahoma City,00:00.0,35.4778,-97.3022,0.036
Chula Vista,o3,US,San Diego-Carlsbad-San Marcos,00:00.0,32.631229,-117.059074,0.021166667
Cisco Drive,o3,US,Jacksonville,00:00.0,30.378167,-81.84079,0.021
Cleburne Airport C77,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.353593,-97.436748,0.015846154
Clinton C403,o3,US,Houston-Sugar Land-Baytown,00:00.0,29.7339,-95.2575,0.004928571
Clovis - N. Villa Av,o3,US,Fresno,00:00.0,36.819199,-119.7164,0.005583333
Coachline,o3,US,Tucson,00:00.0,32.3806,-111.1272,0.015533333
Coastal Carolina,o3,US,Myrtle Beach-Conway-North Myrtle Beach,00:00.0,33.8005,-78.9941,0.0271
Coffeeville,o3,US,YALOBUSHA,00:00.0,34.0026,-89.799,0.022153846
Colfax,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,39.1003,-120.9528,0.01925
Colorado Springs - U,o3,US,Colorado Springs,00:00.0,38.9583,-104.8167,0.027785714
Columbia,o3,US,WARREN,00:00.0,40.924606,-75.067825,0.02825
Colusa - Sunrise Blv,o3,US,COLUSA,00:00.0,39.18919,-121.99887,0.014076923
Compton,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.9014,-118.205,0.003133333
Concord,o3,US,San Francisco-Oakland-Fremont,00:00.0,37.9383,-122.025,0.00475
Connecticut Hill,o3,US,Ithaca,00:00.0,42.4006,-76.6538,0.034230769
Conroe Relocated C78,o3,US,Houston-Sugar Land-Baytown,00:00.0,30.3503,-95.425,0.011
Convent,o3,US,ST. JAMES,00:00.0,29.995,-90.8172,0.0128
Converse County Long,o3,US,CONVERSE,00:00.0,43.1,-105.5,0.032875
Copper View,o3,US,Salt Lake City,00:00.0,40.598056,-111.894167,0.001642857
Cornwall,o3,US,Torrington,00:00.0,41.833099,-73.303299,0.037357143
Corpus Christi Tulos,o3,US,Corpus Christi,00:00.0,27.8333,-97.5558,0.013785714
Corpus Christi West,o3,US,Corpus Christi,00:00.0,27.765335,-97.434247,0.007785714
Corsicana C1051,o3,US,Corsicana,00:00.0,32.0319,-96.3992,0.019571429
Cortez Ozone,o3,US,MONTEZUMA,00:00.0,37.34997,-108.58737,0.021
County Sheriff Impou,o3,US,Ocala,00:00.0,29.1928,-82.1733,0.015222222
Cove Mountain - GSMN,o3,US,Sevierville,00:00.0,35.6967,-83.6089,0.041214286
Coweeta,o3,US,MACON,00:00.0,35.0608,-83.4306,0.013846154
Cranberry,o3,US,AVERY,00:00.0,36.1058,-82.0454,0.04425
Craters of the Moon,o3,US,BUTTE,00:00.0,43.460602,-113.562202,0.0353
Crestline - Lake Gre,o3,US,Riverside-San Bernardino-Ontario,00:00.0,34.243132,-117.272275,0.018533333
Crockett,o3,US,MORGAN,00:00.0,37.9214,-83.0662,0.019
Custer-Loomis (SO-AQ,o3,US,Bellingham,00:00.0,48.950699,-122.554398,0.011857143
DANIA_BEACH,o3,US,Miami-Fort Lauderdale-Miami Beach,00:00.0,26.0864,-80.1114,0.015125
DAVIS ISLAND,o3,US,Tampa-St. Petersburg-Clearwater,00:00.0,27.9283,-82.4547,0.024733333
DECATUR,o3,US,Decatur,00:00.0,34.5286,-86.9706,0.001
DEER,o3,US,Harrison,00:00.0,35.8325,-93.2192,0.0406
Dallas Hinton St. C4,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.82,-96.86,0.00775
Dallas North C63,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.919206,-96.808498,0.006928571
Dallas Redbird Airpo,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.6767,-96.8717,0.016285714
Daniel South,o3,US,SUBLETTE,00:00.0,42.7914,-110.0547,0.0311875
"Davenport, 10th & Vi",o3,US,Davenport-Moline-Rock Island,00:00.0,41.529999,-90.587502,0.007615385
Davis - UCD Campus,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.53455,-121.7734,0.008923077
Death Valley NP,o3,US,Bishop,00:00.0,36.5092,-116.8481,0.041785714
Deer Creek,o3,US,Washington,00:00.0,39.6359,-83.2605,0.020857143
Del Norte,o3,US,Albuquerque,00:00.0,35.1353,-106.584702,0.002928571
Denali NPP,o3,US,YUKON-KOYUKUK,00:00.0,63.723301,-148.967499,0.031928571
Denton Airport South,o3,US,Dallas-Fort Worth-Arlington,00:00.0,33.1944,-97.1933,0.004384615
Denver - CAMP - 2105,o3,US,Denver-Aurora,00:00.0,39.751099,-104.987198,0.008357143
Desert View,o3,US,Las Cruces,00:00.0,31.7961,-106.5839,0.002818182
Dinosaur National Mo,o3,US,UINTAH,00:00.0,40.4372,-109.3047,0.020142857
Dixie,o3,US,Shreveport-Bossier City,00:00.0,32.6833,-93.8617,0.007266667
Downtown Sacramento,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.56844,-121.49311,0.002
Duluth-WDSE,o3,US,Duluth,00:00.0,46.8183,-92.0892,0.031428571
Dunkirk,o3,US,CHAUTAUQUA,00:00.0,42.4992,-79.32,0.036428571
Dutchtown,o3,US,Baton Rouge,00:00.0,30.2294,-90.9656,0.021
Dysart,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.6369,-112.3394,0.018866667
E Providence,o3,US,Providence-New Bedford-Fall River,00:00.0,41.840302,-71.361702,0.0386
E. Milton - Blue Hil,o3,US,Boston-Cambridge-Quincy,00:00.0,42.2117,-71.114403,0.033142857
EAGLEMT,o3,US,POLK,00:00.0,34.4544,-94.1433,0.042142857
EFFINGHM,o3,US,Effingham,00:00.0,39.0667,-88.548302,0.012928571
EVANSTON,o3,US,Chicago-Naperville-Joliet,00:00.0,42.0622,-87.6736,0.030571429
Eagle Mountain Lake,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.9881,-97.4764,0.010214286
East Hartford,o3,US,Hartford-West Hartford-East Hartford,00:00.0,41.7847,-72.6297,0.034
Edgar Evins,o3,US,DE KALB,00:00.0,36.0388,-85.7331,0.021769231
Edison,o3,US,Bakersfield,00:00.0,35.345607,-118.851825,0.015666667
El Cajon - Lexington,o3,US,San Diego-Carlsbad-San Marcos,00:00.0,32.789561,-116.944222,0.0185
El Centro - 9th Stre,o3,US,El Centro,00:00.0,32.7917,-115.5617,0.025642857
El Paso UTEP C12,o3,US,El Paso,00:00.0,31.768056,-106.501111,0.005153846
El Rio - Rio Mesa Sc,o3,US,Oxnard-Thousand Oaks-Ventura,00:00.0,34.2653,-119.1336,0.010785714
Elk Grove,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.302591,-121.420838,0.008071429
Ellyson Industrial P,o3,US,Pensacola-Ferry Pass-Brent,00:00.0,30.525,-87.204399,0.025
Emporia,o3,US,Anderson,00:00.0,40.0025,-85.6569,0.023
Enoch,o3,US,IRON,00:00.0,37.747445,-113.055524,0.017230769
Erda,o3,US,TOOELE,00:00.0,40.600556,-112.355,0.0205
Erie,o3,US,Erie,00:00.0,42.1428,-80.0372,0.029866667
Essex,o3,US,Baltimore-Towson,00:00.0,39.310833,-76.474444,0.020833333
Evansville-Buena Vis,o3,US,Evansville,00:00.0,38.0133,-87.5772,0.0165
FRAYSER,o3,US,Memphis,00:00.0,35.2175,-90.0194,0.014076923
Fairfield,o3,US,Vallejo-Fairfield,00:00.0,38.227066,-122.075624,0.009454545
Fairgrounds,o3,US,Tucson,00:00.0,32.0475,-110.7739,0.0352
Fairhaven2,o3,US,BRISTOL,00:00.0,41.6454,-70.898,0.033857143
Fairland,o3,US,Indianapolis,00:00.0,39.613367,-85.870669,0.019142857
Fall River,o3,US,Providence-New Bedford-Fall River,00:00.0,41.6833,-71.169701,0.032857143
Fallon,o3,US,CHURCHILL,00:00.0,39.472471,-118.783624,0.0059
Farrell,o3,US,Youngstown-Warren-Boardman,00:00.0,41.215,-80.485,0.028933333
Fayetteville,o3,US,WASHINGTON,00:00.0,36.011703,-94.167436,0.00475
Fernley,o3,US,LYON,00:00.0,39.602739,-119.247853,0.021
Fl. Baptist Children,o3,US,Lakeland,00:00.0,28.0294,-81.9719,0.019888889
Flagler County,o3,US,FLAGLER,00:00.0,29.489082,-81.276833,0.014111111
Flagstaff Middle Sch,o3,US,Flagstaff,00:00.0,35.206111,-111.652778,0.028666667
Flemington,o3,US,New York-Northern New Jersey-Long Island,00:00.0,40.515251,-74.806755,0.032285714
Flora,o3,US,Lafayette,00:00.0,40.540556,-86.553056,0.012142857
Florence,o3,US,Pittsburgh,00:00.0,40.4447,-80.42,0.0214
Fontana - Arrow High,o3,US,Riverside-San Bernardino-Ontario,00:00.0,34.100132,-117.491982,0.0058
Fort Collins - CSU -,o3,US,Fort Collins-Loveland,00:00.0,40.5764,-105.0794,0.004692308
Fort Collins - West,o3,US,Fort Collins-Loveland,00:00.0,40.59254,-105.1411,0.028285714
Fort Wayne-Beacon St,o3,US,Fort Wayne,00:00.0,41.094965,-85.101816,0.013142857
Fountain Hills,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.611,-111.7253,0.033733333
Freedom 7 Elementary,o3,US,Palm Bay-Melbourne-Titusville,00:00.0,28.3108,-80.6156,0.001888889
Freemansburg,o3,US,Allentown-Bethlehem-Easton,00:00.0,40.6281,-75.3411,0.033666667
French Settlement,o3,US,Baton Rouge,00:00.0,30.315,-90.8114,0.023785714
Fresno - Drummond St,o3,US,Fresno,00:00.0,36.7056,-119.7414,0.00275
Fresno - Garland,o3,US,FRESNO,00:00.0,36.78538,-119.77321,0.004
Frisco C31,o3,US,Dallas-Fort Worth-Arlington,00:00.0,33.1325,-96.7861,0.009357143
Ft McD Yuma Frank-AZ,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.6292,-111.676903,0.020142857
Ft. Worth Northwest,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.805818,-97.356567,0.002714286
Fulton,o3,US,Buffalo-Niagara Falls,00:00.0,43.284279,-76.46318,0.034384615
Furley,o3,US,Baltimore-Towson,00:00.0,39.333099,-76.550003,0.0245
G.T.Craig,o3,US,Cleveland-Elyria-Mentor,00:00.0,41.492191,-81.678552,0.034
GANDY,o3,US,Tampa-St. Petersburg-Clearwater,00:00.0,27.8928,-82.5383,0.032071429
GARINGER,o3,US,Charlotte-Gastonia-Concord,00:00.0,35.2411,-80.7831,0.032461538
GRAND RAPIDS,o3,US,Grand Rapids-Wyoming,00:00.0,42.984699,-85.671097,0.027642857
Galveston Airport C1,o3,US,Houston-Sugar Land-Baytown,00:00.0,29.2631,-94.8564,0.024
Gary-IITRI,o3,US,Chicago-Naperville-Joliet,00:00.0,41.6067,-87.3047,0.012928571
Georgia Station,o3,US,Atlanta-Sandy Springs-Marietta,00:00.0,33.1787,-84.4052,0.016916667
Gilory - 9th Street,o3,US,San Jose-Sunnyvale-Santa Clara,00:00.0,36.999571,-121.574684,0.017454545
Glacier NP,o3,US,Kalispell,00:00.0,48.5103,-113.9956,0.012642857
Glendale Community C,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.5694,-112.1915,0.0114
Glendora - Laurel,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.1439,-117.8508,0.0178
Glenpool,o3,US,Tulsa,00:00.0,35.9525,-96.0033,0.01
Golden - NREL - 2054,o3,US,Denver-Aurora,00:00.0,39.7419,-105.1786,0.037071429
Goleta,o3,US,Santa Barbara-Santa Maria,00:00.0,34.445301,-119.827797,0.008785714
Gothic,o3,US,GUNNISON,00:00.0,38.9564,-106.9858,0.0375
Granbury C73,o3,US,Granbury,00:00.0,32.4419,-97.8033,0.006
Grand Canyon NP,o3,US,Flagstaff,00:00.0,36.055,-112.1531,0.044923077
Grand Teton NP - Sci,o3,US,TETON,00:00.0,43.67083,-110.599403,0.037285714
Granger-Beckley St.,o3,US,South Bend-Mishawaka,00:00.0,41.75487,-86.11009,0.017214286
Grapevine Fairway C7,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.98426,-97.063705,0.004076923
Grass Valley,o3,US,Truckee-Grass Valley,00:00.0,39.234402,-121.055603,0.039
Great Basin NP,o3,US,WHITE PINE,00:00.0,39.0053,-114.2158,0.040285714
Greeley - Weld Co. T,o3,US,Greeley,00:00.0,40.3861,-104.7367,0.001
Green Valley,o3,US,Tucson,00:00.0,31.8794,-110.9964,0.018
GreenValley,o3,US,Las Vegas-Paradise,00:00.0,36.048705,-115.052942,0.010714286
Greenfield,o3,US,FRANKLIN,00:00.0,42.605816,-72.596689,0.0345
Greenville C1006/198,o3,US,Dallas-Fort Worth-Arlington,00:00.0,33.153077,-96.115561,0.006571429
